Brand	Model	URL	Type	Nominal diameter [″]	Nominal diameter [mm]	SPL 1W [dB]	fs [Hz]	Qms	Qes	Qts	xmax [mm]	Power [W]	Pmax [W]	Z [Ω]	Re [Ω]	Le [mH]	Sd [cm²]	Mms [g]	Mmd [g]	Cms [µm/N]	Vas [L]	Rms [N·s/m]
Eighteen Sound	18LW2400	loudspeakerdatabase.com/18Sound/18LW2400	Subwoofer	18	460	95.4	33.0	6.40	0.33	0.32	9.5	1200	2400	4	2.6	0.9	1225.0	200	170.3	116	235	6.48
Eighteen Sound	18LW2400 8Ω	loudspeakerdatabase.com/18Sound/18LW2400_8Ω	Subwoofer	18	460	96.0	35.0	7.20	0.32	0.31	9.5	1200	2400	8	5.0	1.35	1225.0	192	162.3	108	230	5.86
Eighteen Sound	18LW2420	loudspeakerdatabase.com/18Sound/18LW2420	Subwoofer	18	462	95.3	34.0	6.90	0.32	0.31	10.0	1300	2600	4	2.8	0.87	1225.0	221	191.3	99	208	6.84
Eighteen Sound	18LW2420 8Ω	loudspeakerdatabase.com/18Sound/18LW2420_8Ω	Subwoofer	18	462	95.0	34.0	6.30	0.38	0.36	10.0	1300	2600	8	5.2	1.5	1225.0	210	180.3	104	196	7.12
Eighteen Sound	18LW2500	loudspeakerdatabase.com/18Sound/18LW2500	Subwoofer	18	462	93.6	34.0	22.00	0.34	0.33	14.0	1600	3200	8	4.9	2.87	1130.0	290	262.7	75	135	2.82
Eighteen Sound	18LW2600	loudspeakerdatabase.com/18Sound/18LW2600	Subwoofer	18	462	93.5	30.0	12.90	0.29	0.28	14.0	1500	3000	4	2.6	1.79	1225.0	336	306.3	84	186	4.91
Eighteen Sound	18LW2600 8Ω	loudspeakerdatabase.com/18Sound/18LW2600_8Ω	Subwoofer	18	462	94.0	31.0	11.70	0.30	0.29	14.8	1500	3000	8	4.9	3.42	1225.0	303	273.3	87	187	5.04
Eighteen Sound	18ND9300	loudspeakerdatabase.com/18Sound/18ND9300	Subwoofer	18	460	95.7	30.0	7.86	0.29	0.28	9.5	1000	1400	8	5.0	2.02	1220.0	184	154.4	150	316	4.41
Eighteen Sound	18NLS4000	loudspeakerdatabase.com/18Sound/18NLS4000	Subwoofer	18	462	91.4	27.0	13.70	0.36	0.35	22.3	1200	2400	4	2.9	2.6	1225.0	433	403.3	80	168	5.36
Eighteen Sound	18NLTW4500	loudspeakerdatabase.com/18Sound/18NLTW4500	Subwoofer	18	462	94.1	35.0	9.70	0.34	0.33	15.3	1800	3600	8	5.0	2.0	1200.0	286	256.9	74	151	6.48
Eighteen Sound	18NLW4000	loudspeakerdatabase.com/18Sound/18NLW4000	Subwoofer	18	462	93.6	34.0	22.00	0.34	0.33	15.0	1500	3200	8	4.9	2.8	1130.0	290	262.7	76	135	2.82
Eighteen Sound	18NLW4100	loudspeakerdatabase.com/18Sound/18NLW4100	Subwoofer	18	462	94.0	29.0	11.90	0.28	0.27	15.0	1500	3000	4	2.5	1.55	1225.0	314	284.3	96	207	4.81
Eighteen Sound	18NLW4100 8Ω	loudspeakerdatabase.com/18Sound/18NLW4100_8Ω	Subwoofer	18	462	93.4	31.0	11.20	0.35	0.34	15.0	1500	3000	8	4.9	2.29	1225.0	307	277.3	86	180	5.34
Eighteen Sound	18NLW4500	loudspeakerdatabase.com/18Sound/18NLW4500	Subwoofer	18	462	94.7	37.0	10.80	0.32	0.31	14.75	1800	3600	4	3.3	1.59	1225.0	296	266.3	63	127	6.37
Eighteen Sound	18NLW4500 8Ω	loudspeakerdatabase.com/18Sound/18NLW4500_8Ω	Subwoofer	18	462	94.2	35.0	9.70	0.34	0.33	15.3	1800	3600	8	5.0	2.0	1225.0	286	256.3	72	151	6.48
Eighteen Sound	18NLW9000	loudspeakerdatabase.com/18Sound/18NLW9000	Subwoofer	18	462	96.3	32.0	5.00	0.22	0.21	14.0	1800	3600	4	3.1	1.2	1222.0	228	198.3	108	247	9.17
Eighteen Sound	18NLW9000 8Ω	loudspeakerdatabase.com/18Sound/18NLW9000_8Ω	Subwoofer	18	462	95.2	34.0	7.00	0.32	0.31	14.0	1800	3600	8	5.5	1.9	1222.0	218	188.3	101	206	6.65
Eighteen Sound	18NLW9400	loudspeakerdatabase.com/18Sound/18NLW9400	Subwoofer	18	462	96.9	32.0	6.10	0.23	0.22	9.5	1200	2400	4	2.6	1.25	1225.0	185	155.3	134	278	6.1
Eighteen Sound	18NLW9400 8Ω	loudspeakerdatabase.com/18Sound/18NLW9400_8Ω	Subwoofer	18	462	96.4	33.0	6.10	0.28	0.26	9.5	1200	2400	8	5.0	1.9	1225.0	180	150.3	129	268	6.12
Eighteen Sound	18NLW9601	loudspeakerdatabase.com/18Sound/18NLW9601	Subwoofer	18	462	96.3	38.0	6.00	0.29	0.28	14.0	1800	3600	4	2.7	1.53	1295.0	255	223.5	69	111	10.15
Eighteen Sound	18NLW9601 8Ω	loudspeakerdatabase.com/18Sound/18NLW9601_8Ω	Subwoofer	18	462	94.9	39.0	5.70	0.30	0.28	14.0	1800	3600	8	4.7	2.19	1130.0	255	227.7	65	120	10.96
Eighteen Sound	18NTLW5000	loudspeakerdatabase.com/18Sound/18NTLW5000	Subwoofer	18	462	94.0	32.0	9.50	0.31	0.30	17.5	1800	4000	4	3.1	1.23	1225.0	306	276.3	81	165	6.48
Eighteen Sound	18NTLW5000 8Ω	loudspeakerdatabase.com/18Sound/18NTLW5000_8Ω	Subwoofer	18	462	93.4	32.0	8.52	0.33	0.32	17.5	1800	4000	8	5.5	1.85	1156.0	295	267	84	176	6.96
Eighteen Sound	18TLW3000	loudspeakerdatabase.com/18Sound/18TLW3000	Subwoofer	18	460	94.0	32.0	13.80	0.36	0.35	12.0	1800	3600	4	2.4	1.2	1225.0	280	250.3	88	185	4.08
Eighteen Sound	18TLW3000 8Ω	loudspeakerdatabase.com/18Sound/18TLW3000_8Ω	Subwoofer	18	460	93.4	33.0	13.00	0.42	0.41	12.0	1800	3600	8	4.6	1.8	1225.0	266	236.3	87	185	4.24
Eighteen Sound	18W1001	loudspeakerdatabase.com/18Sound/18W1001	Subwoofer	18	460	97.7	35.0	7.10	0.24	0.23	7.0	1000	1400	8	5.8	2.45	1134.0	139	111.6	149	268	4.31
Eighteen Sound	18W1300	loudspeakerdatabase.com/18Sound/18W1300	Subwoofer	18	460	97.0	35.0	5.00	0.35	0.33	8.5	850	1200	8	5.0	1.48	1225.0	129	99.3	160	336	5.67
Eighteen Sound	18W2001	loudspeakerdatabase.com/18Sound/18W2001	Subwoofer	18	460	97.5	37.0	7.29	0.26	0.25	7.0	1200	2400	8	5.8	1.9	1134.0	143	115.6	129	230	4.56
Eighteen Sound	18iD	loudspeakerdatabase.com/18Sound/18iD	Subwoofer	18	460	94.1	40.0	5.50	0.27	0.26	15.5	1800	3600	2	1.5	1.22	1225.0	420	390.3	38	67	19.19
Eighteen Sound	18iD200	loudspeakerdatabase.com/18Sound/18iD200	Subwoofer	18	462	94.4	29.0	7.00	0.18	0.17	18.0	1800	3600	2	1.3	0.93	1225.0	444	414.3	68	136	11.56
Eighteen Sound	18iDSDS	loudspeakerdatabase.com/18Sound/18iDSDS	Subwoofer	18	462	94.4	29.0	7.00	0.18	0.17	18.0	1800	3600	2	1.3	0.93	1225.0	444	414.3	68	136	11.56
Eighteen Sound	21LW1400	loudspeakerdatabase.com/18Sound/21LW1400	Subwoofer	21	533	96.9	28.0	9.32	0.24	0.24	9.5	1400	1600	8	5.0	2.85	1660.0	296	248.5	109	385	5.59
Eighteen Sound	21LW2500	loudspeakerdatabase.com/18Sound/21LW2500	Subwoofer	21	533	94.4	29.0	22.00	0.38	0.37	14.0	1600	3200	8	4.9	2.58	1660.0	380	332.5	78	305	3.15
Eighteen Sound	21LW2600	loudspeakerdatabase.com/18Sound/21LW2600	Subwoofer	21	533	94.4	27.0	23.10	0.34	0.33	14.6	1600	3200	8	5.2	2.67	1660.0	398	350.5	87	333	2.92
Eighteen Sound	21NLW4000	loudspeakerdatabase.com/18Sound/21NLW4000	Subwoofer	21	533	94.1	27.0	16.30	0.39	0.38	15.0	1600	3200	4	2.6	1.3	1660.0	355	307.5	98	380	3.69
Eighteen Sound	21NLW4000 8Ω	loudspeakerdatabase.com/18Sound/21NLW4000_8Ω	Subwoofer	21	533	94.4	29.0	22.00	0.38	0.37	15.0	1600	3200	8	4.9	2.8	1660.0	380	332.5	79	305	3.15
Eighteen Sound	21NLW4100	loudspeakerdatabase.com/18Sound/21NLW4100	Subwoofer	21	533	94.4	34.0	7.80	0.42	0.40	15.2	1500	3000	4	2.6	1.5	1661.0	400	352.5	55	219	10.96
Eighteen Sound	21NLW4100 8Ω	loudspeakerdatabase.com/18Sound/21NLW4100_8Ω	Subwoofer	21	533	94.2	36.0	7.80	0.49	0.46	15.2	1500	3000	8	5.1	2.1	1661.0	374	326.5	52	210	10.85
Eighteen Sound	21NLW9001	loudspeakerdatabase.com/18Sound/21NLW9001	Subwoofer	21	533	94.6	31.0	4.54	0.37	0.34	14.0	1800	3600	4	2.9	2.2	1662.0	375	327.5	70	272	16.09
Eighteen Sound	21NLW9001 8Ω	loudspeakerdatabase.com/18Sound/21NLW9001_8Ω	Subwoofer	21	533	95.0	32.0	4.50	0.34	0.31	14.0	1800	3600	8	5.9	3.1	1662.0	390	342.5	63	244	17.43
Eighteen Sound	21NLW9601	loudspeakerdatabase.com/18Sound/21NLW9601	Subwoofer	21	533	95.9	41.0	10.56	0.33	0.32	14.0	1800	3600	4	3.0	2.18	1662.0	450	402.5	33	123	10.98
Eighteen Sound	21NLW9601 8Ω	loudspeakerdatabase.com/18Sound/21NLW9601_8Ω	Subwoofer	21	533	95.9	37.0	5.50	0.31	0.29	14.0	1800	3600	8	5.9	3.1	1662.0	408	360.5	45	175	17.25
Eighteen Sound	21NTLW5000	loudspeakerdatabase.com/18Sound/21NTLW5000	Subwoofer	21	533	95.0	30.0	12.30	0.33	0.32	17.5	1800	4000	4	3.0	1.3	1662.0	372	324.5	76	300	5.7
Eighteen Sound	21NTLW5000 8Ω	loudspeakerdatabase.com/18Sound/21NTLW5000_8Ω	Subwoofer	21	533	94.7	31.0	5.20	0.38	0.36	17.5	1800	4000	8	5.3	1.6	1662.0	372	324.5	71	270	13.93
Eighteen Sound	21iD	loudspeakerdatabase.com/18Sound/21iD	Subwoofer	21	533	96.2	38.0	5.60	0.24	0.23	14.0	1800	3600	2	1.3	1.08	1660.0	489	441.5	36	143	20.85
Eighteen Sound	5W430	loudspeakerdatabase.com/18Sound/5W430	Woofer	5	125	88.5	52.0	2.77	0.36	0.32	6.0	80	120	8	5.4	0.49	90.0	8.2	7.6	1142	15	0.97
Eighteen Sound	6M44	loudspeakerdatabase.com/18Sound/6M44	Mid-range	6.5	162	92.9	102	4.40	0.31	0.29	2.25	200	350	8	5.3	0.32	132.0	16	14.9	152	3.8	2.33
Eighteen Sound	6ND410	loudspeakerdatabase.com/18Sound/6ND410	Mid-range	6.5	152	96.8	120	2.20	0.27	0.24	2.0	180	240	8	5.9	0.67	143.0	8.2	7	215	6.2	2.81
Eighteen Sound	6ND410 16Ω	loudspeakerdatabase.com/18Sound/6ND410_16Ω	Mid-range	6.5	152	96.7	149	4.14	0.55	0.48	2.0	180	240	16	10.6	0.14	143.0	8.8	7.6	130	6.2	1.99
Eighteen Sound	6ND430	loudspeakerdatabase.com/18Sound/6ND430	Woofer	6.5	152	92.0	64.0	6.50	0.25	0.24	5.0	200	260	4	2.9	0.17	133.0	13.9	12.8	445	12.2	0.86
Eighteen Sound	6ND430 16Ω	loudspeakerdatabase.com/18Sound/6ND430_16Ω	Woofer	6.5	152	93.0	66.0	6.32	0.32	0.30	5.0	200	260	16	10.6	0.42	133.0	10.3	9.2	565	12.6	0.68
Eighteen Sound	6ND430 8Ω	loudspeakerdatabase.com/18Sound/6ND430_8Ω	Woofer	6.5	152	91.8	61.0	6.50	0.28	0.27	5.0	200	260	8	5.5	0.28	133.0	13.3	12.2	512	12.6	0.78
Eighteen Sound	6NMB420	loudspeakerdatabase.com/18Sound/6NMB420	Mid Bass	6.5	152	95.8	110	2.70	0.38	0.33	3.0	200	260	8	5.3	0.1	130.0	8.5	7.4	246	6.1	2.18
Eighteen Sound	6NMB420 16Ω	loudspeakerdatabase.com/18Sound/6NMB420_16Ω	Mid Bass	6.5	152	92.9	112	3.42	0.46	0.40	3.0	200	260	16	10.6	0.15	130.0	8.5	7.4	238	5.9	1.75
Eighteen Sound	6NMB900	loudspeakerdatabase.com/18Sound/6NMB900	Mid Bass	6.5	152	96.7	95.0	2.87	0.36	0.32	3.0	200	260	8	5.2	0.1	130.0	7.4	6.3	379	10.3	1.54
Eighteen Sound	6NMB900 16Ω	loudspeakerdatabase.com/18Sound/6NMB900_16Ω	Mid Bass	6.5	152	95.2	100	3.10	0.38	0.34	3.0	200	260	16	10.1	0.19	130.0	9	7.9	281	6.65	1.82
Eighteen Sound	6NTLW2000	loudspeakerdatabase.com/18Sound/6NTLW2000	Woofer	6.5	152	90.5	86.0	5.00	0.38	0.35	4.9	320	600	8	5.1	0.22	133.0	19	17.9	180	4.6	2.05
Eighteen Sound	6NTLW2000 16Ω	loudspeakerdatabase.com/18Sound/6NTLW2000_16Ω	Woofer	6.5	152	90.4	86.0	3.38	0.43	0.38	4.9	320	600	16	9.0	0.34	133.0	17.5	16.4	196	4.8	2.8
Eighteen Sound	8CX401F	loudspeakerdatabase.com/18Sound/8CX401F	Coaxial	8	200	93.1	56.0	3.23	0.38	0.34	5.8	280	400	8	5.0	0.96	227.0	18	15.5	449	23.9	1.96
Eighteen Sound	8CX650	loudspeakerdatabase.com/18Sound/8CX650	Coaxial	8	200	92.7	65.0	6.40	0.37	0.35	6.0	200	400	8	4.9	0.7	227.0	25.6	23.1	234	16.6	1.63
Eighteen Sound	8M400	loudspeakerdatabase.com/18Sound/8M400	Mid-range	8	200	97.2	90.0	6.20	0.28	0.27	3.0	250	320	8	5.2	0.95	227.0	14	11.5	222	16.2	1.28
Eighteen Sound	8M400F	loudspeakerdatabase.com/18Sound/8M400F	Woofer	8	210	96.5	89.0	4.03	0.28	0.26	3.0	250	320	8	5.1	0.7	227.0	16.9	14.4	189	13.7	2.35
Eighteen Sound	8MB400	loudspeakerdatabase.com/18Sound/8MB400	Woofer	8	200	93.1	64.0	3.23	0.43	0.38	5.8	280	400	8	5.0	0.96	227.0	18	15.5	344	23.9	2.24
Eighteen Sound	8MB500	loudspeakerdatabase.com/18Sound/8MB500	Woofer	8	200	93.8	73.0	2.56	0.42	0.36	6.0	280	400	4	2.6	0.34	230.0	18	15.5	264	18.4	3.23
Eighteen Sound	8MB500 16Ω	loudspeakerdatabase.com/18Sound/8MB500_16Ω	Woofer	8	200	92.9	73.0	3.44	0.58	0.50	6.0	280	400	16	9.8	0.86	230.0	16	13.5	297	21.3	2.13
Eighteen Sound	8MB500 8Ω	loudspeakerdatabase.com/18Sound/8MB500_8Ω	Woofer	8	200	93.4	74.0	2.66	0.51	0.43	6.0	280	400	8	5.1	0.6	230.0	17	14.5	272	21.5	2.97
Eighteen Sound	8NCX900	loudspeakerdatabase.com/18Sound/8NCX900	Coaxial	8	210	97.1	130	8.00	0.27	0.26	3.2	300	600	8	4.9	0.6	230.0	25	22.3	53	4	2.55
Eighteen Sound	8NMB420	loudspeakerdatabase.com/18Sound/8NMB420	Woofer	8	200	94.1	59.0	3.81	0.34	0.31	5.8	280	400	4	2.6	0.27	227.0	16.9	14.4	431	31	1.64
Eighteen Sound	8NMB420 16Ω	loudspeakerdatabase.com/18Sound/8NMB420_16Ω	Woofer	8	200	93.5	66.0	3.20	0.47	0.41	5.8	280	400	16	9.8	0.61	227.0	17	14.5	342	24.53	2.2
Eighteen Sound	8NMB420 8Ω	loudspeakerdatabase.com/18Sound/8NMB420_8Ω	Woofer	8	200	96.0	61.0	4.00	0.31	0.28	5.8	280	400	8	5.0	0.35	230.0	14.9	12.4	457	33	1.43
Eighteen Sound	8NMB750	loudspeakerdatabase.com/18Sound/8NMB750	Woofer	8	225	94.1	88.0	6.10	0.28	0.27	6.1	350	700	8	5.2	0.29	230.0	35	32.3	93	6.9	3.17
Eighteen Sound	8NMB750 16Ω	loudspeakerdatabase.com/18Sound/8NMB750_16Ω	Woofer	8	225	94.2	91.0	5.90	0.39	0.37	6.3	350	700	16	10.2	0.3	230.0	30	27.3	102	7.3	2.91
Eighteen Sound	8NTLS2000	loudspeakerdatabase.com/18Sound/8NTLS2000	Subwoofer	8	210	91.2	40.0	11.80	0.19	0.19	7.4	350	700	8	5.4	0.69	227.0	42	39.5	377	27.5	0.89
Eighteen Sound	8NTLW2000	loudspeakerdatabase.com/18Sound/8NTLW2000	Woofer	8	210	94.9	71.0	8.10	0.21	0.21	4.4	350	700	8	5.2	0.63	227.0	28	25.5	179	13	1.54
Eighteen Sound	8NTLW2000 16Ω	loudspeakerdatabase.com/18Sound/8NTLW2000_16Ω	Woofer	8	210	94.1	74.0	12.90	0.27	0.26	4.4	350	700	16	11.1	1.34	227.0	27	24.5	171	11.3	0.97
Eighteen Sound	8NW650	loudspeakerdatabase.com/18Sound/8NW650	Woofer	8	200	93.7	63.0	3.70	0.27	0.25	5.5	300	600	8	6.1	0.71	230.0	26	23.5	245	17.8	2.78
Eighteen Sound	8NW650 16Ω	loudspeakerdatabase.com/18Sound/8NW650_16Ω	Woofer	8	200	93.9	62.0	4.13	0.26	0.25	5.5	300	600	16	9.9	1.14	230.0	25	22.5	264	18.99	2.36
Acoustic Elegance	Dipole10-D16	loudspeakerdatabase.com/AE/Dipole10-D16	Subwoofer	10	254	87.1	25.9	11.00	0.72	0.68	12.0	100	200	16	24.6	0.32	345.0	54.6	50	700	118	0.81
Acoustic Elegance	Dipole10-D8	loudspeakerdatabase.com/AE/Dipole10-D8	Subwoofer	10	254	86.9	25.9	11.00	0.73	0.68	12.0	100	200	8	12.3	0.16	345.0	54.6	50	700	118	0.81
Acoustic Elegance	Dipole12-D16	loudspeakerdatabase.com/AE/Dipole12-D16	Subwoofer	12	305	91.4	25.9	11.00	0.73	0.68	12.0	100	200	16	24.6	0.32	530.0	55	46.5	700	273	0.81
Acoustic Elegance	Dipole12-D8	loudspeakerdatabase.com/AE/Dipole12-D8	Subwoofer	12	305	91.2	25.9	11.00	0.73	0.68	12.0	100	200	8	12.3	0.16	530.0	55	46.5	700	273	0.81
Acoustic Elegance	Dipole15-D16	loudspeakerdatabase.com/AE/Dipole15-D16	Subwoofer	15	381	91.7	21.7	15.20	1.00	0.94	12.0	100	200	16	24.6	0.32	855.0	90	72.9	600	623	0.81
Acoustic Elegance	Dipole15-D8	loudspeakerdatabase.com/AE/Dipole15-D8	Subwoofer	15	381	91.5	21.7	15.20	1.00	0.94	12.0	100	200	8	12.3	0.16	855.0	90	72.9	600	623	0.81
Acoustic Elegance	Dipole18-D16	loudspeakerdatabase.com/AE/Dipole18-D16	Subwoofer	18	457	93.3	22.9	8.85	0.89	0.81	12.0	150	300	16	27.2	3.2	1218.0	115	85.7	420	885	1.87
Acoustic Elegance	Dipole18-D8	loudspeakerdatabase.com/AE/Dipole18-D8	Subwoofer	18	457	93.3	22.9	8.85	0.89	0.81	12.0	150	300	8	13.6	1.6	1218.0	115	85.7	420	885	1.87
Acoustic Elegance	IB10AU-4	loudspeakerdatabase.com/AE/IB10AU-4	Subwoofer	10	254	84.6	25.0	3.60	0.56	0.48	18.0	500	1000	4	2.7	0.16	345.0	100	95.4	400	68	4.35
Acoustic Elegance	IB10AU-8	loudspeakerdatabase.com/AE/IB10AU-8	Subwoofer	10	254	84.8	25.0	3.60	0.56	0.48	18.0	500	1000	8	5.5	0.16	345.0	100	95.4	400	68	4.35
Acoustic Elegance	IB12AU-4	loudspeakerdatabase.com/AE/IB12AU-4	Subwoofer	12	305	87.6	24.0	3.80	0.59	0.51	18.0	500	1000	4	2.7	0.16	530.0	110	101.5	400	160	4.35
Acoustic Elegance	IB12AU-8	loudspeakerdatabase.com/AE/IB12AU-8	Subwoofer	12	305	87.6	24.0	3.80	0.59	0.51	18.0	500	1000	8	5.5	0.33	530.0	110	101.5	400	160	4.35
Acoustic Elegance	IB12HT-4	loudspeakerdatabase.com/AE/IB12HT-4	Subwoofer	12	305	82.3	16.8	4.84	0.74	0.64	18.5	500	1000	4	2.8	0.16	530.0	200	191.5	450	179.5	4.35
Acoustic Elegance	IB12HT-8	loudspeakerdatabase.com/AE/IB12HT-8	Subwoofer	12	305	82.6	16.8	4.85	0.74	0.64	18.5	300	600	8	5.5	0.16	530.0	200	191.5	450	179.5	4.35
Acoustic Elegance	IB15AU-4	loudspeakerdatabase.com/AE/IB15AU-4	Subwoofer	15	381	88.3	20.4	6.00	0.69	0.62	18.0	500	1000	4	2.7	0.33	830.0	152	135.4	400	387	3.25
Acoustic Elegance	IB15AU-8	loudspeakerdatabase.com/AE/IB15AU-8	Subwoofer	15	381	89.1	20.4	6.00	0.69	0.62	18.0	500	1000	8	5.5	0.33	830.0	152	135.4	400	387	3.25
Acoustic Elegance	IB15HT-4	loudspeakerdatabase.com/AE/IB15HT-4	Subwoofer	15	381	85.2	16.0	6.80	0.78	0.70	18.0	500	1000	4	2.7	0.33	830.0	220	203.4	450	440	3.25
Acoustic Elegance	IB15HT-8	loudspeakerdatabase.com/AE/IB15HT-8	Subwoofer	15	381	85.6	16.0	6.80	0.78	0.70	18.0	300	600	8	5.5	0.33	830.0	220	203.4	450	440	3.25
Acoustic Elegance	IB18HT-4	loudspeakerdatabase.com/AE/IB18HT-4	Subwoofer	18	457	89.4	18.4	5.70	0.63	0.57	18.0	500	1000	4	2.8	0.41	1218.0	250	220.7	300	632.1	5.03
Acoustic Elegance	IB18HT-8	loudspeakerdatabase.com/AE/IB18HT-8	Subwoofer	18	457	90.2	18.4	5.74	0.63	0.57	18.0	500	1000	8	5.6	0.41	1218.0	250	220.7	300	632.1	5.03
Acoustic Elegance	LO12-D16	loudspeakerdatabase.com/AE/LO12-D16	Subwoofer	12	305	94.4	41.9	15.60	0.70	0.66	9.0	200	400	16	24.6	0.32	530.0	48	39.5	300	119.7	0.81
Acoustic Elegance	LO12-D8	loudspeakerdatabase.com/AE/LO12-D8	Subwoofer	12	305	94.4	41.9	15.60	0.70	0.66	9.0	200	400	8	12.3	0.16	530.0	48	39.5	300	119.7	0.81
Acoustic Elegance	LO15-D16	loudspeakerdatabase.com/AE/LO15-D16	Subwoofer	15	381	95.4	33.8	19.40	0.86	0.82	9.0	200	400	16	24.6	0.32	855.0	74	56.9	300	311	0.81
Acoustic Elegance	LO15-D8	loudspeakerdatabase.com/AE/LO15-D8	Subwoofer	15	381	95.4	33.8	19.40	0.86	0.82	9.0	200	400	8	12.3	0.16	855.0	74	56.9	300	311	0.81
Acoustic Elegance	SBP12-4	loudspeakerdatabase.com/AE/SBP12-4	Subwoofer	12	305	87.5	23.6	4.22	0.54	0.48	14.0	500	1000	4	3.5	0.3	530.0	114	105.5	400	160	4.0
Acoustic Elegance	SBP12-8	loudspeakerdatabase.com/AE/SBP12-8	Subwoofer	12	305	87.8	23.6	4.22	0.54	0.48	14.0	500	1000	8	5.5	0.3	530.0	114	105.5	400	160	4.0
Acoustic Elegance	SBP15-4	loudspeakerdatabase.com/AE/SBP15-4	Subwoofer	15	381	90.3	21.3	5.35	0.47	0.43	14.0	500	1000	4	2.7	0.3	855.0	160	142.9	350	364	4.0
Acoustic Elegance	SBP15-8	loudspeakerdatabase.com/AE/SBP15-8	Subwoofer	15	381	91.1	21.3	5.35	0.47	0.43	14.0	500	1000	8	5.6	0.3	855.0	160	142.9	350	364	4.0
Acoustic Elegance	TD10M-4	loudspeakerdatabase.com/AE/TD10M-4	Woofer	10	254	93.6	40.1	2.84	0.26	0.24	6.0	500	1000	4	3.2	0.2	345.0	45	40.4	350	59.16	4.0
Acoustic Elegance	TD10M-8	loudspeakerdatabase.com/AE/TD10M-8	Woofer	10	254	94.1	40.1	2.84	0.26	0.24	6.0	500	1000	8	6.6	0.2	345.0	45	40.4	350	59.16	4.0
Acoustic Elegance	TD12H-4	loudspeakerdatabase.com/AE/TD12H-4	Subwoofer	12	305	92.6	26.7	3.72	0.25	0.23	14.0	500	1000	4	3.5	0.3	530.0	88.6	80.1	400	160	4.0
Acoustic Elegance	TD12H-8	loudspeakerdatabase.com/AE/TD12H-8	Subwoofer	12	305	93.1	26.7	3.72	0.25	0.23	14.0	500	1000	8	6.5	0.3	530.0	88.6	80.1	402	160	4.0
Acoustic Elegance	TD12M-4	loudspeakerdatabase.com/AE/TD12M-4	Subwoofer	12	305	97.1	38.1	2.99	0.29	0.25	6.0	500	1000	4	3.2	0.2	531.0	50	41.5	350	140	4.0
Acoustic Elegance	TD12M-8	loudspeakerdatabase.com/AE/TD12M-8	Subwoofer	12	305	97.6	38.1	2.99	0.27	0.25	6.0	500	1000	8	6.6	0.2	531.0	50	41.5	350	140	4.0
Acoustic Elegance	TD12S-4	loudspeakerdatabase.com/AE/TD12S-4	Subwoofer	12	305	92.9	31.5	3.16	0.38	0.34	14.0	500	1000	4	3.5	0.3	530.0	64	55.5	400	160	4.0
Acoustic Elegance	TD12S-8	loudspeakerdatabase.com/AE/TD12S-8	Subwoofer	12	305	93.5	31.5	3.16	0.38	0.34	14.0	500	1000	8	5.3	0.3	530.0	64	55.5	400	160	4.0
Acoustic Elegance	TD12X-4	loudspeakerdatabase.com/AE/TD12X-4	Subwoofer	12	305	94.5	34.0	2.93	0.31	0.28	14.0	500	1000	4	2.7	0.3	530.0	55	46.5	400	160	4.0
Acoustic Elegance	TD12X-8	loudspeakerdatabase.com/AE/TD12X-8	Subwoofer	12	305	95.8	34.0	2.93	0.31	0.28	14.0	500	1000	8	7.2	0.3	530.0	55	46.5	400	160	4.0
Acoustic Elegance	TD15H-4	loudspeakerdatabase.com/AE/TD15H-4	Subwoofer	15	381	94.1	21.0	4.23	0.27	0.26	14.0	500	1000	4	3.5	0.3	855.0	129	111.9	450	467	4.0
Acoustic Elegance	TD15H-8	loudspeakerdatabase.com/AE/TD15H-8	Subwoofer	15	381	94.6	21.0	4.23	0.27	0.26	14.0	500	1000	8	6.5	0.3	855.0	129	111.9	450	467	4.0
Acoustic Elegance	TD15M-4	loudspeakerdatabase.com/AE/TD15M-4	Subwoofer	15	381	99.1	34.7	5.09	0.35	0.33	6.0	500	1000	4	3.2	0.2	855.0	70	52.9	300	312	3.0
Acoustic Elegance	TD15M-8	loudspeakerdatabase.com/AE/TD15M-8	Subwoofer	15	381	99.5	34.7	5.09	0.35	0.33	6.0	500	1000	8	6.6	0.2	855.0	70	52.9	300	312	3.0
Acoustic Elegance	TD15S-4	loudspeakerdatabase.com/AE/TD15S-4	Subwoofer	15	381	93.5	22.8	3.87	0.41	0.37	14.0	500	1000	4	3.5	0.3	855.0	108	90.9	450	467	4.0
Acoustic Elegance	TD15S-8	loudspeakerdatabase.com/AE/TD15S-8	Subwoofer	15	381	94.0	22.8	3.87	0.41	0.37	14.0	500	1000	8	5.3	0.3	855.0	108	90.9	450	467	4.0
Acoustic Elegance	TD15X-4	loudspeakerdatabase.com/AE/TD15X-4	Subwoofer	15	381	94.6	23.2	3.82	0.31	0.28	14.0	500	1000	4	2.7	0.3	855.0	105	87.9	450	467	4.0
Acoustic Elegance	TD15X-8	loudspeakerdatabase.com/AE/TD15X-8	Subwoofer	15	381	95.6	23.2	3.82	0.31	0.28	14.0	500	1000	8	5.6	0.3	855.0	105	87.9	450	467	4.0
Acoustic Elegance	TD18H+4	loudspeakerdatabase.com/AE/TD18H+4	Subwoofer	18	457	98.1	29.0	5.90	0.23	0.22	14.0	1000	2000	4	2.8	0.41	1218.0	165	135.7	190	390	5.03
